trdar_no,trdar_nm,signgu_cd,signgu_nm,link_cnt,minm_road_cfi,max_road_cfi,ave_road_cfi,trdar_dgrm_crdnt
9884,장안문로터리_2,41111,수원시 장안구,14,17,68,44.3,"MULTIPOLYGON(((127.011187390474 37.2926584841574,127.011181751584 37.2926584846245,127.010708056136 37.2924265071286,127.011381783993 37.2915389353849,127.010327267877 37.2910389468515,127.011342066137 37.289671549031,127.012388111166 37.2901670242659,127.012760193063 37.2896849366759,127.011697234222 37.2891736980925,127.011990390181 37.2887974910375,127.013039248068 37.2893019706661,127.013338034315 37.2889122442371,127.013526947333 37.2890338644131,127.013583345537 37.2891081938065,127.013673596528 37.289310916811,127.012726496015 37.290583719826,127.011187390474 37.2926584841574)))"
9885,정자3동주민센터,41111,수원시 장안구,8,28,70,37.3,"MULTIPOLYGON(((126.993007218771 37.2961636081721,126.993001579619 37.296163607773,126.992931103821 37.2960419634979,126.993433074049 37.2952198068727,126.993475382482 37.2950733920484,126.993754562643 37.2946161367338,126.993861706358 37.2945958703725,126.993943471037 37.2946093910155,126.995711171626 37.2964385831994,126.995722443392 37.2965264343135,126.995446083264 37.2970400087293,126.995336118701 37.2970377505863,126.993007218771 37.2961636081721)))"
9886,못골종합시장_1,41115,수원시 팔달구,2,100,100,100.0,"MULTIPOLYGON(((127.020053036236 37.2751390749421,127.020055855027 37.2751390744975,127.020044505899 37.2748394822173,127.019920401118 37.2745196343481,127.019914757506 37.2744948567729,127.019717369471 37.2741885356462,127.019638415466 37.274069160721,127.020004821562 37.2739407061659,127.020252850489 37.2738573211526,127.020543183387 37.2738662848636,127.020875841085 37.2740441849538,127.020873032207 37.2740824794012,127.021467874509 37.2744044999446,127.021366534173 37.2749158543709,127.021273553444 37.2750645407727,127.021239758748 37.2751816809673,127.020053036236 37.2751390749421)))"
9887,못골종합시장_2,41115,수원시 팔달구,7,100,100,100.0,"MULTIPOLYGON(((127.01915172824 37.278139658712,127.019157366577 37.2781419104513,127.019050246133 37.2781329161455,127.019391109092 37.2771912838393,127.020022078407 37.2753373074679,127.021583705092 37.2753821030019,127.022003720523 37.2754338400751,127.022787696548 37.2766658657634,127.02276798309 37.2767311943301,127.022379029839 37.2769047131049,127.022198564653 37.2766930018664,127.022187285534 37.2766794883314,127.022071687446 37.2765871525517,127.021916629521 37.2765083390277,127.021840507967 37.2764610478935,127.021806676399 37.2764407804579,127.021538751438 37.2759339944142,127.021372451707 37.2759745691738,127.021296355362 37.2760196337321,127.021245623033 37.2760444207085,127.021130108863 37.276265193517,127.020986430138 37.2765805795012,127.020941354841 37.276681953344,127.020648165824 37.2765693721073,127.020625681585 37.2768306757799,127.020605965643 37.2768937513991,127.020335432181 37.2772001467489,127.020498979534 37.2774096109574,127.020701995625 37.277632584013,127.020665360469 37.2776731365342,127.020411647676 37.2776213681157,127.019898595856 37.2775606296605,127.020025485545 37.2777227959342,127.020127021374 37.2779480384895,127.019723957456 37.2781057826398,127.01915172824 37.278139658712)))"
9888,수원시청_1,41115,수원시 팔달구,12,19,51,29.0,"MULTIPOLYGON(((127.031482074324 37.2580575821801,127.031685156528 37.2584945334787,127.031966937199 37.2584043572947,127.031797665992 37.2579538822316,127.0339110389 37.2573946772741,127.034785675783 37.2596965839807,127.0343573502 37.2597958181298,127.034701552018 37.2606562121157,127.032047031224 37.261328201898,127.031866628837 37.261247155168,127.030743833189 37.258355109878,127.030800147448 37.2582289506742,127.031482074324 37.2580575821801)))"
9889,수원시청_3,41115,수원시 팔달구,14,13,54,33.4,"MULTIPOLYGON(((127.033734397598 37.2660897306782,127.033723121856 37.2660852285784,127.032109269411 37.2619093545048,127.032216298625 37.2617471400587,127.03519771131 37.2609849499228,127.035361200964 37.2610524808819,127.036958312549 37.2652463369539,127.033734397598 37.2660897306782)))"
9890,수원시청_4,41115,수원시 팔달구,42,8,100,49.1,"MULTIPOLYGON(((127.027878377717 37.2681680740631,127.027878380874 37.2681770844206,127.026975648599 37.2658075583322,127.026468376567 37.2659518326964,127.025531883229 37.263546260382,127.025633312386 37.2634471256294,127.025915121651 37.2633659742788,127.026259243724 37.2642263923207,127.027882494394 37.263829584064,127.028091238331 37.2643521382927,127.029742655679 37.2639282670903,127.029528258091 37.2633876963509,127.029618421852 37.2633246023227,127.029308107133 37.2625227533345,127.031506178705 37.2619725820637,127.031776777205 37.2620761321301,127.033599378596 37.2667159875719,127.033526126911 37.2667835851853,127.032088835721 37.2671128448438,127.027878377717 37.2681680740631)))"
9891,수원역,41115,수원시 팔달구,62,0,100,70.7,"MULTIPOLYGON(((127.000871214978 37.2667203702571,126.998887028334 37.2660580835284,126.999151975557 37.2656300966141,127.001040325543 37.2663013890747,127.001685749291 37.2652764604764,127.002404444949 37.2650917440036,127.002756749074 37.2651998647928,127.003224606294 37.2651705747531,127.003027331787 37.2658553652173,127.003007609353 37.2661662229732,127.00308370983 37.2662608306995,127.003548755416 37.2662450549664,127.003551579371 37.266436525093,127.003867248014 37.2664455292467,127.003889792318 37.2663419096168,127.00595858296 37.2669725729665,127.004433880065 37.2694189344295,127.000189107986 37.2689616921677,126.999836797504 37.2684863917269,127.000871214978 37.2667203702571)))"
9893,아주대삼거리_2,41117,수원시 영통구,20,1,100,56.1,"MULTIPOLYGON(((127.041382206617 37.2739556862745,127.042145970435 37.2737391773584,127.042103640819 37.2736490884329,127.042134622625 37.2736040260239,127.043084390536 37.2733401425276,127.043183054592 37.2733558758422,127.043338303206 37.2737500237155,127.044741824733 37.2733823462198,127.044420356669 37.2731481944286,127.044386457753 37.2730175566691,127.044791977181 37.2723641582257,127.044873700977 37.2723325920002,127.047312502282 37.2733813767411,127.047295673378 37.2735187911007,127.043967299501 37.2744909002969,127.041876147324 37.2751876834429,127.041757570345 37.2748363203965,127.041354047731 37.2740097578798,127.041382206617 37.2739556862745)))"
9894,아주대삼거리_3,41117,수원시 영통구,32,1,100,51.1,"MULTIPOLYGON(((127.048226287093 37.2742167285505,127.045484071981 37.2749633882006,127.045473034637 37.2753711105158,127.045580210919 37.2754769421219,127.045569092387 37.275745004077,127.044791080451 37.2757115031301,127.044763002203 37.2759029832774,127.044526298507 37.2760382249712,127.04431209343 37.2760833545755,127.044114776871 37.2760856785548,127.044049922253 37.2760474079793,127.042570026918 37.2760254062745,127.042499539163 37.2759938945683,127.042228631531 37.2754375994705,127.044590334509 37.2746438504464,127.047915918854 37.2737212817761,127.048127296345 37.273676146752,127.048860443624 37.2741151094903,127.049630272163 37.2745991044474,127.05001098152 37.2748715116822,127.048708952985 37.2752684946505,127.048226287093 37.2742167285505)))"
9895,팔달문로터리_1,41115,수원시 팔달구,18,53,100,94.8,"MULTIPOLYGON(((127.016926976829 37.2750449180793,127.016915700751 37.2750404143855,127.016819856899 37.275015648467,127.016726819549 37.2749300622575,127.016715523396 37.2748264447171,127.016548816318 37.2728374314783,127.016608006873 37.2728261609407,127.017253557099 37.2731436910235,127.017039562258 37.2742429822207,127.019060586107 37.2741323208706,127.019272067828 37.2744499039025,127.019404605141 37.2746819002752,127.019463855981 37.2749184128816,127.019492092384 37.2751211413936,127.016926976829 37.2750449180793)))"
9896,팔달문로터리_2,41115,수원시 팔달구,24,100,100,100.0,"MULTIPOLYGON(((127.016781300666 37.2794667637135,127.01677566276 37.2794667644468,127.016840197843 37.2779958176544,127.016848649468 37.2779710381059,127.016964205217 37.2778786669293,127.017034671965 37.2778516266013,127.017153049013 37.2777727703812,127.017215047604 37.2776916690101,127.017265767213 37.2775948010175,127.017271380829 37.2774799183765,127.017240349531 37.2773672932341,127.017169854608 37.2772569259377,127.017124740011 37.2771961121202,127.017051441028 37.2771555752947,127.016916123845 37.2770992784753,127.01685691385 37.2770317086443,127.016845629184 37.2769866583944,127.016825830427 37.2766600359649,127.016769211352 37.2754706776165,127.016769207225 37.2754504043356,127.016828385063 37.2753670509152,127.016901662769 37.2753129792457,127.016932663988 37.2752859441346,127.017031312562 37.2752408793961,127.017471048969 37.2752610937275,127.01802635579 37.2752790376449,127.018485823248 37.2752947402569,127.018919921192 37.2753081922601,127.019452678311 37.2753261328253,127.019292142883 37.2759005668463,127.019213248866 37.2760402391273,127.019106199 37.2763195759355,127.018923103271 37.2768737394594,127.018816058427 37.2771846121717,127.018725912025 37.2774346624728,127.018709054013 37.2776756916457,127.018542821551 37.2780361296066,127.018416010662 37.2782118496158,127.018393472593 37.2782704200867,127.01843581365 37.2785249561781,127.018376675632 37.2787885171987,127.018317570009 37.2791984962258,127.018269720454 37.27952287535,127.017703105122 37.2794981763949,127.016781300666 37.2794667637135)))"
9897,팔달문로터리_3,41115,수원시 팔달구,28,53,100,96.7,"MULTIPOLYGON(((127.014845181655 37.2801656530278,127.014909582754 37.2798409215686,127.015047596061 37.2791989189096,127.015064495447 37.2791200764676,127.01513493616 37.2789398614667,127.015360380012 37.2785568955102,127.015577373327 37.2782189818293,127.015599915257 37.2781694222365,127.015599905935 37.2781198653499,127.015597014591 37.2777346735103,127.01557443303 37.2775724900285,127.015565952711 37.2774463462263,127.015650457812 37.2771219636669,127.015351646814 37.2770611794809,127.015247376141 37.2772098624292,127.014522923305 37.277189671796,127.014494741266 37.2772279688861,127.014393263124 37.2772347378426,127.014429883157 37.2770883157097,127.014469309817 37.2768720630769,127.014503105593 37.2766963576019,127.014528431754 37.2764463177005,127.014559381667 37.2761174366273,127.014581891383 37.2758831651102,127.014610028333 37.2755903256948,127.014624089623 37.2754033594167,127.014576127927 37.275162337974,127.014533812334 37.2749686202025,127.014508404933 37.2747478694906,127.014474546836 37.2745586559204,127.014688774551 37.2745653897938,127.014607002232 37.2744054652664,127.014542170652 37.2744054724917,127.014406824553 37.274141934749,127.0142320074 37.2738220864448,127.014096703966 37.2737995751805,127.013947268718 37.2735473013354,127.013800675763 37.2734324348383,127.013921844826 37.2732139210625,127.014212188272 37.2733039934565,127.014849171983 37.2730358647661,127.014758947648 37.2728917093779,127.014919601898 37.2728241134797,127.015164844872 37.2729096835168,127.015426963009 37.2727925181407,127.01550306129 37.2727564676818,127.015621428991 37.2726618448118,127.015632702939 37.2726573382793,127.015759507988 37.2724658529718,127.016100599983 37.272621239621,127.016238734325 37.2727135784689,127.016286662905 37.2727676345527,127.016396840633 37.2740178067555,127.016526809097 37.2755450442424,127.016555112915 37.2761217028089,127.016586260483 37.2768200006088,127.016589118764 37.2770159752471,127.016527120958 37.2771015814719,127.016445383304 37.2771488962117,127.016366465309 37.2772007157101,127.016312915706 37.2772457741998,127.016219923057 37.277398961749,127.016203022168 37.2774620362765,127.016219962854 37.2776016944884,127.016293279599 37.2777323352625,127.016327115167 37.2777773827144,127.016482173471 37.2778742242304,127.016555479629 37.2779485501906,127.01659495914 37.2780228804567,127.016592169705 37.2781692988936,127.016583765544 37.2784305999194,127.016530420165 37.2794983322804,127.016304918058 37.2795704436534,127.015975109665 37.2796200416493,127.015800340237 37.2796515992602,127.015684772257 37.279701170156,127.015400085941 37.279856632591,127.015326796939 37.2798791670994,127.014845181655 37.2801656530278)),((127.014845181655 37.2801656530278,127.014844804693 37.2801675537933,127.014841985714 37.2801675541139,127.014845181655 37.2801656530278)))"
9898,강남대,41463,용인시 기흥구,13,0,53,23.5,"MULTIPOLYGON(((127.127042360264 37.2730172424051,127.127856159833 37.2725343223112,127.12829565958 37.2724054545342,127.12858652586 37.2727272622066,127.12858652586 37.2727272622066,127.129346814749 37.272278178135,127.129355179278 37.2722241070176,127.12913209282 37.2719810686163,127.129664224648 37.2716290896737,127.129892983555 37.2718923942082,127.131033433671 37.2712446583292,127.130361279527 37.2704727552016,127.130304888112 37.2704615536897,127.12860971835 37.271434252593,127.128457204779 37.2712519568649,127.128118352554 37.2708851484292,127.12762691492 37.2702887379132,127.127632506994 37.2702617009024,127.127649339618 37.2702143786173,127.1273979773 37.2699105471508,127.12699258681 37.2702038143304,127.126744807621 37.2703595054936,127.126249361502 37.2707407163374,127.125430184936 37.2713768070716,127.125740739734 37.2716828330655,127.125836841008 37.2718449183222,127.126138631138 37.2719617351814,127.126327734925 37.2721147116396,127.126485867566 37.2722879938032,127.126703312798 37.2725332957431,127.12689253508 37.2727561013341,127.127042360264 37.2730172424051)))"
9899,구갈공원,41463,용인시 기흥구,26,17,82,50.8,"MULTIPOLYGON(((127.11140440743 37.2828766039911,127.111401598192 37.2828833643507,127.111394418978 37.2818246569938,127.111354697212 37.2797117704429,127.113618346331 37.2797276665055,127.113616851909 37.2806196911173,127.113523902085 37.2806715886336,127.112757139404 37.2806745651262,127.112751364293 37.2824946578708,127.112906645304 37.2826521924792,127.112574227434 37.2828101860021,127.112106347204 37.2828691917331,127.11140440743 37.2828766039911)))"
9900,신갈오거리,41463,용인시 기흥구,25,0,99,42.0,"MULTIPOLYGON(((127.105735117695 37.2725784142138,127.105723842929 37.2725784241518,127.10576465232 37.2715129144843,127.10563741699 37.2691815982955,127.106508306563 37.2691470393408,127.106531835521 37.269852078502,127.106307217309 37.2704784971983,127.106270722201 37.2705844011578,127.107652360623 37.2709503407478,127.107405654082 37.271901153786,127.107284871074 37.2722008559742,127.106915448267 37.2720750409986,127.106685317916 37.2727938211513,127.105735117695 37.2725784142138)))"
9901,죽전역,41465,용인시 수지구,70,1,100,77.5,"MULTIPOLYGON(((127.104478434317 37.3245577295329,127.104472793053 37.3245577344481,127.104421849435 37.3244316350641,127.104714401965 37.3238524701571,127.10497960383 37.3238995421732,127.10526157154 37.3238317179427,127.105487132912 37.323768447816,127.10571560482 37.3237704991465,127.105918713158 37.3237883404181,127.106133069613 37.3237813931428,127.106400917163 37.3237023158597,127.106663151241 37.3236435160709,127.106902889439 37.3236342922473,127.107255546259 37.3236925439765,127.107754836799 37.3237236321137,127.108296420813 37.3237434170995,127.108479827023 37.3237905551503,127.1086660989 37.3238692262599,127.109123220359 37.3239972072388,127.109848321248 37.3241384565002,127.109980873983 37.3241270720805,127.110454916431 37.3242505272409,127.110779496715 37.3243943918832,127.110923512096 37.3245068869943,127.111070459863 37.3246959664846,127.111166584348 37.3248490518831,127.111245880442 37.3250674772621,127.11096712673 37.325405620764,127.110736318744 37.3257414667229,127.110578755329 37.3260141727814,127.11036743488 37.3261742998293,127.110110839554 37.3262353551913,127.109930295683 37.3262220055622,127.109899251856 37.3262107712061,127.107458360902 37.3255079313416,127.104478434317 37.3245577295329)))"
9902,죽전카페거리,41463,용인시 기흥구,18,1,100,60.1,"MULTIPOLYGON(((127.111672686122 37.3218143729191,127.111305679444 37.3215826999239,127.110928252878 37.3219434608288,127.11075953014 37.3222950175025,127.109405661166 37.3222917561031,127.109004423964 37.3217875465028,127.109009750208 37.3215667899849,127.108758656643 37.321519714177,127.108688168274 37.3195532857879,127.109156358852 37.3195506077166,127.109162150925 37.3196564731786,127.109162163791 37.3196654834423,127.10970368994 37.3196649889534,127.110002667221 37.3196714725902,127.110208650929 37.3197343552543,127.1103863361 37.3197319391358,127.11179374115 37.3197306342686,127.11184152728 37.3196202137989,127.111895013524 37.3195503342238,127.112007682719 37.3194488633444,127.112140147555 37.3193834149315,127.112235996126 37.3193517892122,127.112382642271 37.319340388895,127.112599822501 37.3193446901046,127.112895981634 37.3193534216497,127.114675666979 37.3193449733805,127.115361032969 37.3193443151975,127.115373243467 37.3199592546999,127.115374522675 37.3208062192071,127.115318160467 37.320837809447,127.114542515037 37.3208317960578,127.113027917555 37.3208377399573,127.113028314088 37.3211057952087,127.113049780722 37.3222703526123,127.113004711961 37.3223109413564,127.112629572537 37.3223067895134,127.112513916837 37.3222978879227,127.11237845108 37.3222439534475,127.112259895535 37.3221809927007,127.111672686122 37.3218143729191)))"
9903,쥬네브썬월드,41463,용인시 기흥구,71,1,95,33.8,"MULTIPOLYGON(((127.152748715953 37.2855453162002,127.152520381209 37.2855546182909,127.151773368308 37.2855893584632,127.151172880264 37.2855878672981,127.151099416679 37.285504614749,127.151284186035 37.2848511324167,127.151463340814 37.2842111723336,127.151659277262 37.2835058657428,127.151908467287 37.2826473154705,127.152199644963 37.2816422932179,127.152412396428 37.2808941645932,127.152513123617 37.2805156021497,127.152552192914 37.2803173249797,127.152557425387 37.2801145858421,127.152537152056 37.2798443017797,127.152474581157 37.2795673139475,127.15239524111 37.2793624301242,127.152126664703 37.2789730755423,127.151694558431 37.2785659074145,127.151222992291 37.2781587876314,127.150875653485 37.2778483702252,127.150500044389 37.277495188301,127.151141965762 37.2771001757502,127.151716228253 37.2767052456405,127.150713702161 37.2757761971826,127.150541395001 37.2755939550611,127.15015699214 37.2750628287794,127.149899602599 37.2746148875656,127.149687483966 37.2742524872879,127.149652832856 37.2738312972467,127.149674675789 37.2734708562196,127.149755852819 37.2731824235556,127.149825962307 37.2729998762281,127.14996623782 37.2726640649769,127.150078586698 37.2724611911896,127.150210643527 37.2722470295851,127.150413148507 37.2720237688178,127.150638183767 37.271791468949,127.151071378436 37.2713471625205,127.151411759028 37.2710065911118,127.151856241521 37.270573530388,127.152297841883 37.2701111880158,127.15304326035 37.2693578714349,127.153285168326 37.2691142818938,127.15371975254 37.2693750235728,127.154507122529 37.2698628191296,127.1545240386 37.2698650498354,127.154524102471 37.2698965859669,127.154504454477 37.2699371579421,127.154397484899 37.2700048738496,127.154206162221 37.2701740649789,127.153640504283 37.2706117956203,127.153319626 37.270832961343,127.153181649231 37.2709007159348,127.152573497628 37.2712371295342,127.152336943543 37.2713433029575,127.151993486713 37.2715532309224,127.151813285939 37.2716503212438,127.151492460508 37.271903018122,127.151362998694 37.2720022959923,127.151168921364 37.2722097796181,127.151062039228 37.2723247966849,127.150963684116 37.2724758442529,127.150890638901 37.2725975761589,127.150845811541 37.2727350404951,127.150772886062 37.2729175919858,127.150674805383 37.2732082992601,127.150624704462 37.2735304821585,127.150602443673 37.2736769282719,127.150620049695 37.2740283093879,127.150631542556 37.2741386715752,127.150682564663 37.2742827726899,127.150733653715 37.2744606624708,127.150849690358 37.2746970374495,127.150948685844 37.2748681088736,127.151010894994 37.2749671439958,127.151081574026 37.2750729261278,127.151143738896 37.2751494353844,127.15119742968 37.2752169449927,127.151358381951 37.2753586540315,127.151476990281 37.2754688803575,127.151685921426 37.2756398117015,127.151894781759 37.2757747014082,127.152109262493 37.2759005732486,127.152264494876 37.2759994892142,127.152718819952 37.2762466935605,127.15294180504 37.2763950788505,127.153099849316 37.2764894849418,127.153294665597 37.2766469159948,127.15343297895 37.2767413469549,127.153613670584 37.2768830275279,127.153760513968 37.2770134884756,127.154079658461 37.2773171760732,127.154246299339 37.2774791470421,127.154345187656 37.2775916484947,127.154370644132 37.27763441469,127.154311507007 37.2776637746914,127.154007500494 37.2778781624933,127.153897804904 37.2779976908083,127.153224927694 37.2784152837829,127.152946231082 37.2786026053688,127.152918100678 37.278631924967,127.153344630392 37.2790661267753,127.154056378867 37.2797477436275,127.154765385202 37.2804608958199,127.154301064699 37.2808624562555,127.154219477821 37.2809436545945,127.15411823059 37.281060919565,127.153991702949 37.2812232686899,127.153907400889 37.2813562797045,127.153758483632 37.2815997503826,127.153682783077 37.2818048327878,127.153629602654 37.2819941181005,127.153584860954 37.2821743822051,127.153540259625 37.2824244761485,127.15353793034 37.2826677579901,127.15353836116 37.2828817527106,127.153564535625 37.2832804260268,127.153576506004 37.2836250556177,127.153617053294 37.2841611178521,127.153620385166 37.2844156552489,127.153629341723 37.2846634276569,127.153652888794 37.2851567126111,127.153653437987 37.2854292741902,127.153594303568 37.2854631389588,127.153267343606 37.2854950950808,127.152748715953 37.2855453162002)))"
9904,흥덕초등학교앞,41463,용인시 기흥구,2,32,43,37.5,"MULTIPOLYGON(((127.07394646373 37.2761319708142,127.073303779857 37.2761413733685,127.071313663015 37.2761155347119,127.071262832525 37.276016450939,127.071228519647 37.2754893660068,127.07129028334 37.2752190191807,127.071261653994 37.2747414877366,127.071272700022 37.2744936966806,127.070534175192 37.274485120046,127.070365020499 37.2744536825222,127.070161954716 37.2743276558186,127.069800929261 37.2740800804708,127.069806464825 37.2739674479249,127.07017272144 37.2737690080078,127.070865766766 37.2733721479289,127.071835416129 37.2733805851769,127.071829510015 37.2730922575299,127.071829262342 37.2728264523751,127.072308205237 37.2725738766086,127.073097012198 37.2721228838834,127.073539318767 37.2718860934121,127.073621060145 37.271886043561,127.073677470125 37.2719243031163,127.07370570638 37.2719760953858,127.073999185727 37.2723273193916,127.074010527546 37.2723971426466,127.074016244989 37.2724804848754,127.074013828799 37.2728994676104,127.074022406116 37.2730256072351,127.074014478011 37.2735752433634,127.074014711732 37.2738185226155,127.074009667178 37.2744357345024,127.073981778064 37.2747466085677,127.074007573341 37.275190352288,127.074005490294 37.2759562329013,127.074008425974 37.2760778707503,127.07394646373 37.2761319708142)))"
9905,수지구청_1,41465,용인시 수지구,18,24,100,57.3,"MULTIPOLYGON(((127.093141327914 37.3214382477681,127.093130045849 37.3214382565166,127.094090508206 37.3203517697922,127.096495319087 37.3217509588683,127.096517994051 37.3218387908029,127.095588388509 37.3227766029028,127.095506611756 37.3227924359579,127.093844089072 37.3218071219257,127.093141327914 37.3214382477681)))"
9906,수지구청_2,41465,용인시 수지구,24,17,100,57.1,"MULTIPOLYGON(((127.095904667159 37.3230759421967,127.095899020362 37.3230714415718,127.095865057808 37.3229791134148,127.096391790447 37.3224110445198,127.096690988054 37.3225842516376,127.096381171755 37.322938153948,127.097233628265 37.3234442942109,127.098549022844 37.3220286086924,127.098901860786 37.3222378072578,127.098403400277 37.3228419052379,127.098525160248 37.3232112264542,127.098249121963 37.3235065391203,127.099400801716 37.3241813609211,127.099690882298 37.3238409825882,127.100582895439 37.3243740965595,127.100267410436 37.3246987303113,127.100433964065 37.3248022090873,127.099859346892 37.3254108818041,127.095904667159 37.3230759421967)))"
9907,수지구청_3,41465,용인시 수지구,24,30,85,54.0,"MULTIPOLYGON(((127.094462465268 37.3246448725062,127.094456826775 37.3246471295089,127.094428470429 37.3245255131788,127.095214390316 37.3236914425894,127.094305236111 37.3229443075742,127.093741628847 37.3233592213254,127.093007537504 37.3227515987274,127.093587786862 37.3221069135086,127.093672389328 37.3220955847105,127.093683668737 37.3220933233441,127.095343338606 37.3230493584637,127.095687654412 37.3232135219917,127.095718694898 37.3232247600869,127.096723565165 37.3238118748181,127.096563032185 37.3240034722977,127.097127600415 37.324354417315,127.097316338882 37.3241627962162,127.097852668056 37.32448447728,127.097866851848 37.3245475375973,127.096613359072 37.3258865778893,127.09654001849 37.3258843843282,127.094462465268 37.3246448725062)))"
9908,용인사거리_1,41461,용인시 처인구,20,2,100,57.7,"MULTIPOLYGON(((127.204928317437 37.2350789332693,127.204922682874 37.2350789429536,127.205219113245 37.2342607398798,127.206177624455 37.2344978616615,127.206261874041 37.2343986016072,127.207160401145 37.2343317183934,127.207411247033 37.2343718290343,127.207518364047 37.2343941686186,127.208171985804 37.2343997869112,127.208791831425 37.2344167237472,127.208653786859 37.2354464028057,127.207617231018 37.2355248007953,127.206912790373 37.2354832260936,127.204928317437 37.2350789332693)))"
9909,용인사거리_2,41461,용인시 처인구,18,14,100,56.1,"MULTIPOLYGON(((127.198571371472 37.2357271739893,127.198571389074 37.2357339317548,127.198520583697 37.2356979747665,127.198466204618 37.2353714385155,127.198494318907 37.2353488657406,127.199187408223 37.2353612257087,127.199200346979 37.2349219473947,127.200051217733 37.2349407964487,127.200721741581 37.2349441749012,127.201876896817 37.2349692560622,127.202710847038 37.2349813568552,127.203705496756 37.2350359767105,127.204260718253 37.2351161203953,127.20470328577 37.2352099705275,127.205374170179 37.2353462253085,127.206104268941 37.235500394719,127.206591875027 37.2355783917291,127.207240111238 37.2356718758039,127.207538782185 37.2356848718414,127.207781082583 37.2356889549924,127.208214848899 37.2356521566426,127.208580987233 37.2356109698497,127.208612002205 37.2356199259735,127.208637407247 37.2356379022988,127.2085053937 37.2368139892604,127.208441962504 37.2373141768035,127.207512538962 37.2374284280777,127.206856037035 37.2374092955958,127.206086347352 37.2372078947919,127.205595646554 37.2370307867818,127.203205040714 37.2364762408206,127.202125422394 37.2362595738108,127.200945396185 37.2364260078443,127.200666604791 37.2364737818745,127.200632678209 37.2364287870024,127.200634843394 37.2361809975822,127.199023263746 37.2361566669415,127.199030621883 37.2357376714013,127.198571371472 37.2357271739893)))"
9910,상현역,41465,용인시 수지구,30,1,100,48.4,"MULTIPOLYGON(((127.070798577358 37.2984254086561,127.068407874738 37.2988412609846,127.067570866784 37.2961206178051,127.070062951049 37.295659671867,127.070798577358 37.2984254086561)))"
9911,안성시장,41550,안성시,16,19,79,41.5,"MULTIPOLYGON(((127.270700777815 37.0095463878044,127.270814724915 37.0099966653835,127.269607656731 37.0102201620871,127.269398813848 37.0099413014338,127.269331035616 37.0098378311412,127.269088045316 37.0094328968599,127.268554776483 37.0095557432314,127.268492869814 37.0095243450314,127.268051671848 37.0086648128454,127.267574348931 37.0087199486664,127.267411448843 37.0087248192581,127.266961916219 37.0086942884273,127.266787717917 37.0086811619903,127.266596572412 37.008641040988,127.26611793613 37.0083177233674,127.265960092425 37.0081603875999,127.265477278037 37.0082515701387,127.265375987114 37.0082022364727,127.265364455608 37.0081166602105,127.265465232093 37.008017318029,127.266126093655 37.0074301484993,127.266871037433 37.0067932281976,127.267335638239 37.0063146194303,127.267542673007 37.0060798763774,127.267373799931 37.0059811369064,127.267074735238 37.0055988506754,127.267080070569 37.0055177421538,127.267950932405 37.0055563378313,127.268264034951 37.0051321298844,127.268515641141 37.0047936614579,127.268767781565 37.0046083737262,127.269357206087 37.0044899049556,127.269516330752 37.0050121680384,127.270403310234 37.0048434625046,127.270355371655 37.0055869564381,127.271944883815 37.0055112579805,127.272001266896 37.005569699188,127.27220026245 37.0062405446587,127.272802920096 37.0082620763347,127.271595964995 37.0085081198221,127.271795539361 37.009341157353,127.270700777815 37.0095463878044)))"
9912,서정리역,41220,평택시,6,47,75,60.3,"MULTIPOLYGON(((127.054569350079 37.0585294104164,127.054566537749 37.0585271590079,127.054473760789 37.0584956631918,127.054365658411 37.056635006457,127.054365575408 37.0565156149872,127.054477998022 37.0565088067201,127.05441855199 37.0559028650563,127.054578750201 37.055889277317,127.054657102257 37.0553936546969,127.054839775003 37.0553665404884,127.055053359897 37.0553326540081,127.055415911614 37.0553032047362,127.055596558418 37.0563798986885,127.055891666715 37.0563617421145,127.056147425399 37.0563436029761,127.056962480539 37.0562869072097,127.056999052186 37.0563319434722,127.05716288425 37.0574424327679,127.056536097593 37.0574472311343,127.056541994579 37.0578279295405,127.056156987528 37.0579159620197,127.055645485153 37.0579882824842,127.055445860478 37.0579005195097,127.054569350079 37.0585294104164)))"
9913,소사벌지구,41220,평택시,12,14,100,56.2,"MULTIPOLYGON(((127.111105963652 37.0006462943923,127.111100339937 37.0006417942097,127.111363218042 36.9998553619811,127.111656854835 36.9989787928643,127.111912084921 36.9987375175608,127.112136576245 36.9986043995541,127.112886454728 36.9986014448656,127.115591148202 36.998641674642,127.115945281954 36.998812537914,127.116018371969 36.9988575211714,127.116091529743 36.9989475581348,127.116246379926 36.9991997097679,127.116086670534 36.9994521655555,127.115985920112 36.999691048069,127.115837899014 37.000247605422,127.115759814759 37.0006193745798,127.115273906734 37.0006085783229,127.1146701772 37.0006925055678,127.114305289444 37.0008505415519,127.114819763702 37.001183449158,127.115179568472 37.0013835941832,127.115533633219 37.0015003941047,127.115343263457 37.001915071942,127.115001273043 37.0023636850121,127.114468230261 37.0027741835103,127.113720310936 37.0022274901196,127.113110174935 37.0017820333959,127.113617999891 37.0014121131928,127.113817238187 37.0012925320779,127.11407263869 37.0011661392537,127.114227047314 37.0011209387685,127.114336490911 37.0010577593565,127.113959735159 37.0007877944437,127.113622935103 37.0009480543782,127.113384462394 37.0011262421406,127.112800896622 37.0015593077953,127.112008014026 37.0009788553276,127.111665084223 37.0007876957518,127.111105963652 37.0006462943923)))"
